ORDER,Coded Title,Lay Title,Length
3389,B27001_028E,Male:!!75 years and over:!!With health insurance coverage,57
3418,B27001_057E,Female:!!75 years and over:!!No health insurance coverage,57
19,B17001_017E,Income in the past 12 months below poverty level:!!Female:,58
502,B03001_026E,Hispanic or Latino:!!South American:!!Other South American,58
606,B06001_033E,Born in other state in the United States:!!60 and 61 years,58
621,B06001_048E,Native; born outside the United States:!!75 years and over,58
801,B07009_018E,Moved within same county:!!Graduate or professional degree,58
834,B07010_015E,"Same house 1 year ago:!!With income:!!$1 to $9,999 or loss",58
874,B07010_055E,"Moved from different state:!!With income:!!$75,000 or more",58
891,B07011_006E,Median income in the past 12 months --!! Moved from abroad,58
913,B07012_022E,Moved from abroad:!!Below 100 percent of the poverty level,58
1409,B14001_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1452,B14007_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1471,B14007A_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1490,B14007B_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1509,B14007C_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1528,B14007D_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1547,B14007E_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1566,B14007F_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1585,B14007G_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1604,B14007H_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1623,B14007I_003E,"Enrolled in school:!!Enrolled in nursery school, preschool",58
1681,B15001_042E,Male:!!65 years and over:!!Graduate or professional degree,58
1717,B15001_078E,"Female:!!65 years and over:!!9th to 12th grade, no diploma",58
2013,B17001A_017E,Income in the past 12 months below poverty level:!!Female:,58
2072,B17001B_017E,Income in the past 12 months below poverty level:!!Female:,58
2131,B17001C_017E,Income in the past 12 months below poverty level:!!Female:,58
2191,B17001D_017E,Income in the past 12 months below poverty level:!!Female:,58
2250,B17001E_017E,Income in the past 12 months below poverty level:!!Female:,58
2309,B17001F_017E,Income in the past 12 months below poverty level:!!Female:,58
2368,B17001G_017E,Income in the past 12 months below poverty level:!!Female:,58
2427,B17001H_017E,Income in the past 12 months below poverty level:!!Female:,58
2486,B17001I_017E,Income in the past 12 months below poverty level:!!Female:,58
2536,B17003_008E,Income in the past 12 months below poverty level:!!Female:,58
2555,B17020A_004E,Income in the past 12 months below poverty level:!!5 years,58
2572,B17020B_004E,Income in the past 12 months below poverty level:!!5 years,58
2589,B17020C_004E,Income in the past 12 months below poverty level:!!5 years,58
2606,B17020D_004E,Income in the past 12 months below poverty level:!!5 years,58
2623,B17020E_004E,Income in the past 12 months below poverty level:!!5 years,58
2640,B17020F_004E,Income in the past 12 months below poverty level:!!5 years,58
2657,B17020G_004E,Income in the past 12 months below poverty level:!!5 years,58
2674,B17020H_004E,Income in the past 12 months below poverty level:!!5 years,58
2691,B17020I_004E,Income in the past 12 months below poverty level:!!5 years,58
3042,B22002_002E,Household received Food Stamps/SNAP in the past 12 months:,58
3069,B22003_002E,Household received Food Stamps/SNAP in the past 12 months:,58
3103,B22007_002E,Household received Food Stamps/SNAP in the past 12 months:,58
3423,C02003_005E,Population of one race:!!American Indian and Alaska Native,58
3430,C02003_012E,Population of two or more races:!!Population of two races:,58
3736,C27004_005E,Male:!!Under 18 years:!!No employer-based health insurance,58
3739,C27004_008E,Male:!!18 to 64 years:!!No employer-based health insurance,58
550,B05002_006E,Native:!!Born in other state in the United States:!!Midwest,59
555,B05002_011E,Native:!!Born outside the United States:!!U.S. Island Areas,59
793,B07009_010E,Same house 1 year ago:!!Some college or associate''s degree,59
809,B07009_026E,Moved from different state:!!Less than high school graduate,59
846,B07010_027E,"Moved within same county:!!With income:!!$10,000 to $14,999",59
847,B07010_028E,"Moved within same county:!!With income:!!$15,000 to $24,999",59
848,B07010_029E,"Moved within same county:!!With income:!!$25,000 to $34,999",59
849,B07010_030E,"Moved within same county:!!With income:!!$35,000 to $49,999",59
850,B07010_031E,"Moved within same county:!!With income:!!$50,000 to $64,999",59
851,B07010_032E,"Moved within same county:!!With income:!!$65,000 to $74,999",59
914,B07012_023E,Moved from abroad:!!100 to 149 percent of the poverty level,59
965,B09002_015E,"In other families:!!Female householder, no husband present:",59
1083,B11002_004E,In family households:!!In married-couple family:!!Relatives,59
1095,B11002A_004E,In family households:!!In married-couple family:!!Relatives,59
1107,B11002B_004E,In family households:!!In married-couple family:!!Relatives,59
1119,B11002C_004E,In family households:!!In married-couple family:!!Relatives,59
1132,B11002D_004E,In family households:!!In married-couple family:!!Relatives,59
1144,B11002E_004E,In family households:!!In married-couple family:!!Relatives,59
1156,B11002F_004E,In family households:!!In married-couple family:!!Relatives,59
1168,B11002G_004E,In family households:!!In married-couple family:!!Relatives,59
1180,B11002H_004E,In family households:!!In married-couple family:!!Relatives,59
1192,B11002I_004E,In family households:!!In married-couple family:!!Relatives,59
3149,B23006_005E,Less than high school graduate:!!In labor force:!!Civilian:,59
3157,B23006_013E,High school graduate:!!In labor force:!!Civilian:!!Employed,59
3209,B24011_025E,Service occupations:!!Personal care and service occupations,59
3417,B27001_056E,Female:!!75 years and over:!!With health insurance coverage,59
3568,C24050_011E,"Educational services, and health care and social assistance",59
522,B03002_015E,Hispanic or Latino:!!American Indian and Alaska Native alone,60
609,B06001_036E,Born in other state in the United States:!!75 years and over,60
683,B07001_050E,Moved from different county within same state:!!1 to 4 years,60
813,B07009_030E,Moved from different state:!!Graduate or professional degree,60
855,B07010_036E,Moved from different county within same state:!!With income:,60
1722,B15001_083E,Female:!!65 years and over:!!Graduate or professional degree,60
3211,B24011_027E,Sales and office occupations:!!Sales and related occupations,60
3217,B24011_033E,"Production, transportation, and material moving occupations:",60
3429,C02003_011E,"Two races excluding Some other race, and three or more races",60
3628,C24050_071E,"Production, transportation, and material moving occupations:",60
3735,C27004_004E,Male:!!Under 18 years:!!With employer-based health insurance,60
3738,C27004_007E,Male:!!18 to 64 years:!!With employer-based health insurance,60
3746,C27004_015E,Female:!!Under 18 years:!!No employer-based health insurance,60
3749,C27004_018E,Female:!!18 to 64 years:!!No employer-based health insurance,60
549,B05002_005E,Native:!!Born in other state in the United States:!!Northeast,61
684,B07001_051E,Moved from different county within same state:!!5 to 17 years,61
845,B07010_026E,"Moved within same county:!!With income:!!$1 to $9,999 or loss",61
868,B07010_049E,"Moved from different state:!!With income:!!$10,000 to $14,999",61
869,B07010_050E,"Moved from different state:!!With income:!!$15,000 to $24,999",61
870,B07010_051E,"Moved from different state:!!With income:!!$25,000 to $34,999",61
871,B07010_052E,"Moved from different state:!!With income:!!$35,000 to $49,999",61
872,B07010_053E,"Moved from different state:!!With income:!!$50,000 to $64,999",61
873,B07010_054E,"Moved from different state:!!With income:!!$65,000 to $74,999",61
1414,B14001_008E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1466,B14007_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1485,B14007A_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1504,B14007B_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1523,B14007C_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1542,B14007D_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1561,B14007E_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1580,B14007F_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1599,B14007G_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1618,B14007H_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
1637,B14007I_017E,"Enrolled in school:!!Enrolled in college, undergraduate years",61
3158,B23006_014E,High school graduate:!!In labor force:!!Civilian:!!Unemployed,61
3213,B24011_029E,"Natural resources, construction, and maintenance occupations:",61
3230,B24080_010E,Male:!!Self-employed in own not incorporated business workers,61
3566,C24050_009E,"Finance and insurance, and real estate and rental and leasing",61
3614,C24050_057E,"Natural resources, construction, and maintenance occupations:",61
3742,C27004_011E,Male:!!65 years and over:!!No employer-based health insurance,61
34,B17001_032E,Income in the past 12 months at or above poverty level:!!Male:,62
491,B03001_015E,Hispanic or Latino:!!Central American:!!Other Central American,62
686,B07001_053E,Moved from different county within same state:!!20 to 24 years,62
687,B07001_054E,Moved from different county within same state:!!25 to 29 years,62
688,B07001_055E,Moved from different county within same state:!!30 to 34 years,62
689,B07001_056E,Moved from different county within same state:!!35 to 39 years,62
690,B07001_057E,Moved from different county within same state:!!40 to 44 years,62
691,B07001_058E,Moved from different county within same state:!!45 to 49 years,62
692,B07001_059E,Moved from different county within same state:!!50 to 54 years,62
693,B07001_060E,Moved from different county within same state:!!55 to 59 years,62
694,B07001_061E,Moved from different county within same state:!!60 to 64 years,62
695,B07001_062E,Moved from different county within same state:!!65 to 69 years,62
696,B07001_063E,Moved from different county within same state:!!70 to 74 years,62
799,B07009_016E,Moved within same county:!!Some college or associate''s degree,62
887,B07011_002E,Median income in the past 12 months --!! Same house 1 year ago,62
897,B07012_006E,Same house 1 year ago:!!Below 100 percent of the poverty level,62
1084,B11002_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1096,B11002A_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1108,B11002B_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1120,B11002C_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1133,B11002D_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1145,B11002E_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1157,B11002F_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1169,B11002G_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1181,B11002H_005E,In family households:!!In married-couple family:!!Nonrelatives,62
1193,B11002I_005E,In family households:!!In married-couple family:!!Nonrelatives,62
2028,B17001A_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2087,B17001B_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2146,B17001C_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2206,B17001D_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2265,B17001E_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2324,B17001F_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2383,B17001G_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2442,B17001H_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2501,B17001I_032E,Income in the past 12 months at or above poverty level:!!Male:,62
2542,B17003_014E,Income in the past 12 months at or above poverty level:!!Male:,62
3745,C27004_014E,Female:!!Under 18 years:!!With employer-based health insurance,62
3748,C27004_017E,Female:!!18 to 64 years:!!With employer-based health insurance,62
685,B07001_052E,Moved from different county within same state:!!18 and 19 years,63
816,B07009_033E,Moved from abroad:!!High school graduate (includes equivalency),63
867,B07010_048E,"Moved from different state:!!With income:!!$1 to $9,999 or loss",63
898,B07012_007E,Same house 1 year ago:!!100 to 149 percent of the poverty level,63
962,B09002_012E,"In other families:!!Male householder, no wife present:!!5 years",63
3169,B23006_025E,Bachelor''s degree or higher:!!In labor force:!!In Armed Forces,63
3240,B24080_020E,Female:!!Self-employed in own not incorporated business workers,63
3297,B25097_002E,Median value --!!Total:!!Median value for units with a mortgage,63
3741,C27004_010E,Male:!!65 years and over:!!With employer-based health insurance,63
3752,C27004_021E,Female:!!65 years and over:!!No employer-based health insurance,63
48,B17001_046E,Income in the past 12 months at or above poverty level:!!Female:,64
85,B17016_016E,Income in the past 12 months below poverty level:!!Other family:,64
506,B03001_030E,Hispanic or Latino:!!Other Hispanic or Latino:!!Spanish American,64
512,B03002_005E,Not Hispanic or Latino:!!American Indian and Alaska Native alone,64
811,B07009_028E,Moved from different state:!!Some college or associate''s degree,64
915,B07012_024E,Moved from abroad:!!At or above 150 percent of the poverty level,64
1223,B11009_003E,Unmarried-partner households:!!Male householder and male partner,64
2042,B17001A_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2101,B17001B_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2160,B17001C_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2220,B17001D_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2279,B17001E_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2338,B17001F_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2397,B17001G_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2456,B17001H_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2515,B17001I_046E,Income in the past 12 months at or above poverty level:!!Female:,64
2547,B17003_019E,Income in the past 12 months at or above poverty level:!!Female:,64
2554,B17020A_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2556,B17020A_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2563,B17020A_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2571,B17020B_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2573,B17020B_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2580,B17020B_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2588,B17020C_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2590,B17020C_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2597,B17020C_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2605,B17020D_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2607,B17020D_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2614,B17020D_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2622,B17020E_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2624,B17020E_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2631,B17020E_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2639,B17020F_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2641,B17020F_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2648,B17020F_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2656,B17020G_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2658,B17020G_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2665,B17020G_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2673,B17020H_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2675,B17020H_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2682,B17020H_012E,Income in the past 12 months at or above poverty level:!!5 years,64
2690,B17020I_003E,Income in the past 12 months below poverty level:!!Under 5 years,64
2692,B17020I_005E,Income in the past 12 months below poverty level:!!6 to 11 years,64
2699,B17020I_012E,Income in the past 12 months at or above poverty level:!!5 years,64
3077,B22005A_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3080,B22005B_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3083,B22005C_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3086,B22005D_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3089,B22005E_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3092,B22005F_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3095,B22005G_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3098,B22005H_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3101,B22005I_003E,Household did not receive Food Stamps/SNAP in the past 12 months,64
3163,B23006_019E,Some college or associate''s degree:!!In labor force:!!Civilian:,64
3816,merge1,Data Mismatch in Presidential Election Data and ICPSR Crime Data,64
7,B17001_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
697,B07001_064E,Moved from different county within same state:!!75 years and over,65
888,B07011_003E,Median income in the past 12 months --!! Moved within same county,65
901,B07012_010E,Moved within same county:!!Below 100 percent of the poverty level,65
930,B07412_010E,Moved within same county:!!Below 100 percent of the poverty level,65
938,B07412_018E,Moved to different state:!!Below 100 percent of the poverty level,65
1645,B15001_006E,"Male:!!18 to 24 years:!!High school graduate, GED, or alternative",65
1653,B15001_014E,"Male:!!25 to 34 years:!!High school graduate, GED, or alternative",65
1661,B15001_022E,"Male:!!35 to 44 years:!!High school graduate, GED, or alternative",65
1669,B15001_030E,"Male:!!45 to 64 years:!!High school graduate, GED, or alternative",65
2001,B17001A_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2060,B17001B_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2119,B17001C_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2179,B17001D_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2238,B17001E_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2297,B17001F_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2356,B17001G_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2415,B17001H_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2474,B17001I_005E,Income in the past 12 months below poverty level:!!Male:!!5 years,65
2557,B17020A_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2558,B17020A_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2559,B17020A_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2574,B17020B_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2575,B17020B_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2576,B17020B_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2591,B17020C_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2592,B17020C_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2593,B17020C_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2608,B17020D_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2609,B17020D_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2610,B17020D_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2625,B17020E_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2626,B17020E_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2627,B17020E_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2642,B17020F_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2643,B17020F_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2644,B17020F_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2659,B17020G_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2660,B17020G_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2661,B17020G_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2676,B17020H_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2677,B17020H_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2678,B17020H_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
2693,B17020I_006E,Income in the past 12 months below poverty level:!!12 to 17 years,65
2694,B17020I_007E,Income in the past 12 months below poverty level:!!18 to 64 years,65
2695,B17020I_008E,Income in the past 12 months below poverty level:!!65 to 74 years,65
3055,B22002_015E,Household did not receive Food Stamps/SNAP in the past 12 months:,65
3072,B22003_005E,Household did not receive Food Stamps/SNAP in the past 12 months:,65
3124,B22007_023E,Household did not receive Food Stamps/SNAP in the past 12 months:,65
3148,B23006_004E,Less than high school graduate:!!In labor force:!!In Armed Forces,65
3335,B25106_021E,"Owner-occupied housing units:!!$75,000 or more:!!20 to 29 percent",65
3579,C24050_022E,"Management, business, science, and arts occupations:!!Information",65
3751,C27004_020E,Female:!!65 years and over:!!With employer-based health insurance,65
10,B17001_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
806,B07009_023E,Moved from different county within same state:!!Bachelor''s degree,66
902,B07012_011E,Moved within same county:!!100 to 149 percent of the poverty level,66
931,B07412_011E,Moved within same county:!!100 to 149 percent of the poverty level,66
939,B07412_019E,Moved to different state:!!100 to 149 percent of the poverty level,66
1224,B11009_004E,Unmarried-partner households:!!Male householder and female partner,66
1226,B11009_006E,Unmarried-partner households:!!Female householder and male partner,66
1430,B14004_014E,Male:!!Not enrolled in college or graduate school:!!15 to 17 years,66
1431,B14004_015E,Male:!!Not enrolled in college or graduate school:!!18 to 24 years,66
1432,B14004_016E,Male:!!Not enrolled in college or graduate school:!!25 to 34 years,66
2004,B17001A_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2063,B17001B_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2122,B17001C_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2182,B17001D_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2241,B17001E_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2300,B17001F_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2359,B17001G_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2418,B17001H_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
2477,B17001I_008E,Income in the past 12 months below poverty level:!!Male:!!15 years,66
3298,B25097_003E,Median value --!!Total:!!Median value for units without a mortgage,66
3357,B25106_043E,"Renter-occupied housing units:!!$75,000 or more:!!20 to 29 percent",66
3574,C24050_017E,"Management, business, science, and arts occupations:!!Construction",66
3577,C24050_020E,"Management, business, science, and arts occupations:!!Retail trade",66
3598,C24050_041E,"Service occupations:!!Other services, except public administration",66
21,B17001_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
792,B07009_009E,Same house 1 year ago:!!High school graduate (includes equivalency),67
890,B07011_005E,Median income in the past 12 months --!! Moved from different state,67
909,B07012_018E,Moved from different state:!!Below 100 percent of the poverty level,67
974,B09005_004E,"In family households:!!In male householder, no wife present, family",67
1686,B15001_047E,"Female:!!18 to 24 years:!!High school graduate, GED, or alternative",67
1694,B15001_055E,"Female:!!25 to 34 years:!!High school graduate, GED, or alternative",67
1702,B15001_063E,"Female:!!35 to 44 years:!!High school graduate, GED, or alternative",67
1710,B15001_071E,"Female:!!45 to 64 years:!!High school graduate, GED, or alternative",67
2015,B17001A_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2074,B17001B_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2133,B17001C_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2193,B17001D_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2252,B17001E_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2311,B17001F_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2370,B17001G_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2429,B17001H_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
2488,B17001I_019E,Income in the past 12 months below poverty level:!!Female:!!5 years,67
3171,B23006_027E,Bachelor''s degree or higher:!!In labor force:!!Civilian:!!Employed,67
3319,B25106_005E,"Owner-occupied housing units:!!Less than $20,000:!!20 to 29 percent",67
3336,B25106_022E,"Owner-occupied housing units:!!$75,000 or more:!!30 percent or more",67
3425,C02003_007E,Population of one race:!!Native Hawaiian and Other Pacific Islander,67
3575,C24050_018E,"Management, business, science, and arts occupations:!!Manufacturing",67
3592,C24050_035E,"Service occupations:!!Transportation and warehousing, and utilities",67
24,B17001_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
899,B07012_008E,Same house 1 year ago:!!At or above 150 percent of the poverty level,68
910,B07012_019E,Moved from different state:!!100 to 149 percent of the poverty level,68
968,B09002_018E,"In other families:!!Female householder, no husband present:!!5 years",68
994,B11001_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1003,B11001A_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1012,B11001B_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1021,B11001C_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1030,B11001D_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1039,B11001E_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1048,B11001F_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1057,B11001G_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1066,B11001H_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1075,B11001I_005E,"Family households:!!Other family:!!Male householder, no wife present",68
1085,B11002_006E,"In family households:!!In male householder, no wife present, family:",68
1097,B11002A_006E,"In family households:!!In male householder, no wife present, family:",68
1109,B11002B_006E,"In family households:!!In male householder, no wife present, family:",68
1121,B11002C_006E,"In family households:!!In male householder, no wife present, family:",68
1134,B11002D_006E,"In family households:!!In male householder, no wife present, family:",68
1146,B11002E_006E,"In family households:!!In male householder, no wife present, family:",68
1158,B11002F_006E,"In family households:!!In male householder, no wife present, family:",68
1170,B11002G_006E,"In family households:!!In male householder, no wife present, family:",68
1182,B11002H_006E,"In family households:!!In male householder, no wife present, family:",68
1194,B11002I_006E,"In family households:!!In male householder, no wife present, family:",68
1225,B11009_005E,Unmarried-partner households:!!Female householder and female partner,68
1446,B14004_030E,Female:!!Not enrolled in college or graduate school:!!15 to 17 years,68
1447,B14004_031E,Female:!!Not enrolled in college or graduate school:!!18 to 24 years,68
1448,B14004_032E,Female:!!Not enrolled in college or graduate school:!!25 to 34 years,68
1677,B15001_038E,"Male:!!65 years and over:!!High school graduate, GED, or alternative",68
2018,B17001A_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2077,B17001B_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2136,B17001C_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2196,B17001D_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2255,B17001E_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2314,B17001F_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2373,B17001G_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2432,B17001H_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2491,B17001I_022E,Income in the past 12 months below poverty level:!!Female:!!15 years,68
2560,B17020A_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2577,B17020B_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2594,B17020C_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2611,B17020D_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2628,B17020E_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2645,B17020F_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2662,B17020G_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2679,B17020H_009E,Income in the past 12 months below poverty level:!!75 years and over,68
2696,B17020I_009E,Income in the past 12 months below poverty level:!!75 years and over,68
3323,B25106_009E,"Owner-occupied housing units:!!$20,000 to $34,999:!!20 to 29 percent",68
3327,B25106_013E,"Owner-occupied housing units:!!$35,000 to $49,999:!!20 to 29 percent",68
3331,B25106_017E,"Owner-occupied housing units:!!$50,000 to $74,999:!!20 to 29 percent",68
3341,B25106_027E,"Renter-occupied housing units:!!Less than $20,000:!!20 to 29 percent",68
3358,B25106_044E,"Renter-occupied housing units:!!$75,000 or more:!!30 percent or more",68
524,B03002_017E,Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,69
960,B09002_010E,"In other families:!!Male householder, no wife present:!!Under 3 years",69
961,B09002_011E,"In other families:!!Male householder, no wife present:!!3 and 4 years",69
963,B09002_013E,"In other families:!!Male householder, no wife present:!!6 to 11 years",69
1420,B14004_004E,Male:!!Enrolled in public college or graduate school:!!15 to 17 years,69
1421,B14004_005E,Male:!!Enrolled in public college or graduate school:!!18 to 24 years,69
1422,B14004_006E,Male:!!Enrolled in public college or graduate school:!!25 to 34 years,69
1433,B14004_017E,Male:!!Not enrolled in college or graduate school:!!35 years and over,69
3150,B23006_006E,Less than high school graduate:!!In labor force:!!Civilian:!!Employed,69
3172,B23006_028E,Bachelor''s degree or higher:!!In labor force:!!Civilian:!!Unemployed,69
3320,B25106_006E,"Owner-occupied housing units:!!Less than $20,000:!!30 percent or more",69
